Train_ID,Train_Type,Current_Position,Delay_Min,Buffer_Min,Track_Availability,Stopping_Pattern,Section_Type,Speed_Limit,Decision,Hold_Station,Hold_Time,Reroute_Path,Additional_Time,Reason
T1573,Freight,Section_3,90,32,Free,Skip,Single-line,90,Allow Train T1573 to go first,,,,,
T1574,Passenger,Section_17,77,14,Free,Skip,Double-line,80,Reroute Train T1574,,,Section_4 → Section_42 → Section_35,30.0,Maintenance
T1575,Express,Station_29,65,20,Occupied,Skip,Single-line,80,Reroute Train T1575,,,Station_44 → Section_12 → Station_25,38.0,Maintenance
T1576,Express,Station_4,8,11,Occupied,All Stops,Double-line,60,Reroute Train T1576,,,Station_12 → Station_48 → Section_22,8.0,Weather
T1577,Freight,Section_34,103,5,Occupied,Skip,Single-line,100,Reroute Train T1577,,,Section_43 → Station_48 → Station_5,27.0,Accident
T1578,Express,Section_24,12,42,Free,All Stops,Double-line,60,Reroute Train T1578,,,Section_6 → Section_35 → Section_14,9.0,Weather
T1579,Express,Section_19,1,41,Occupied,Skip,Single-line,120,Allow Train T1579 to go first,,,,,
T1580,Freight,Section_42,100,54,Occupied,Skip,Double-line,120,Allow Train T1580 to go first,,,,,
T1581,Freight,Section_5,10,9,Free,Skip,Single-line,60,Allow Train T1581 to go first,,,,,
T1582,Passenger,Section_24,45,10,Free,Skip,Double-line,60,Reroute Train T1582,,,Station_7 → Station_28 → Section_12,9.0,Weather
T1583,Passenger,Station_47,66,35,Occupied,All Stops,Single-line,120,Hold Train T1583,Station_17,22.0,,,
T1584,Express,Station_50,51,6,Free,Skip,Double-line,120,Allow Train T1584 to go first,,,,,
T1585,Freight,Station_5,83,14,Free,All Stops,Double-line,60,Hold Train T1585,Station_21,20.0,,,
T1586,Freight,Station_12,21,7,Free,All Stops,Single-line,120,Allow Train T1586 to go first,,,,,
T1587,Freight,Station_11,115,7,Free,Skip,Single-line,80,Allow Train T1587 to go first,,,,,
T1588,Express,Station_42,45,37,Occupied,Skip,Single-line,100,Allow Train T1588 to go first,,,,,
T1589,Express,Station_15,101,18,Occupied,All Stops,Single-line,60,Reroute Train T1589,,,Section_41 → Station_50 → Section_32,11.0,Weather
T1590,Freight,Station_7,36,22,Free,All Stops,Single-line,60,Allow Train T1590 to go first,,,,,
T1591,Express,Section_47,6,53,Free,All Stops,Single-line,110,Allow Train T1591 to go first,,,,,
T1592,Passenger,Station_36,99,6,Free,All Stops,Double-line,120,Hold Train T1592,Station_3,22.0,,,
T1593,Freight,Station_10,88,39,Occupied,Skip,Double-line,60,Reroute Train T1593,,,Station_31 → Station_35 → Section_5,25.0,Accident
T1594,Passenger,Section_23,112,22,Free,All Stops,Single-line,110,Reroute Train T1594,,,Section_45 → Station_43 → Section_15,7.0,Weather
T1595,Express,Section_39,120,29,Occupied,All Stops,Double-line,100,Reroute Train T1595,,,Section_22 → Station_29 → Section_38,39.0,Accident
T1596,Freight,Section_34,5,31,Occupied,Skip,Double-line,60,Hold Train T1596,Station_10,26.0,,,
T1597,Freight,Section_35,2,18,Occupied,All Stops,Double-line,100,Allow Train T1597 to go first,,,,,
T1598,Passenger,Station_25,86,48,Occupied,All Stops,Double-line,100,Reroute Train T1598,,,Station_11 → Section_27 → Station_45,17.0,Maintenance
T1599,Express,Section_1,120,54,Occupied,All Stops,Single-line,110,Reroute Train T1599,,,Section_2 → Station_16 → Section_11,23.0,Weather
T1600,Freight,Station_41,74,58,Free,Skip,Double-line,80,Reroute Train T1600,,,Section_8 → Station_50 → Station_11,12.0,Weather
T1601,Passenger,Station_18,98,46,Occupied,All Stops,Single-line,80,Hold Train T1601,Station_39,21.0,,,
T1602,Express,Station_35,103,60,Occupied,All Stops,Double-line,120,Allow Train T1602 to go first,,,,,
T1603,Express,Section_1,47,24,Free,All Stops,Double-line,120,Hold Train T1603,Station_3,10.0,,,
T1604,Express,Station_47,105,59,Occupied,Skip,Single-line,60,Reroute Train T1604,,,Station_19 → Station_42 → Station_36,16.0,Congestion
T1605,Passenger,Station_20,43,52,Occupied,Skip,Single-line,110,Hold Train T1605,Station_48,21.0,,,
T1606,Freight,Station_40,76,24,Free,All Stops,Single-line,60,Hold Train T1606,Station_4,15.0,,,
T1607,Express,Station_2,80,23,Free,All Stops,Single-line,60,Allow Train T1607 to go first,,,,,
T1608,Freight,Station_16,65,17,Occupied,All Stops,Single-line,90,Reroute Train T1608,,,Section_30 → Station_30 → Station_37,14.0,Congestion
T1609,Express,Station_17,92,45,Free,Skip,Single-line,80,Reroute Train T1609,,,Station_35 → Station_34 → Section_46,19.0,Maintenance
T1610,Passenger,Section_40,82,51,Free,All Stops,Single-line,110,Hold Train T1610,Station_33,12.0,,,
T1611,Passenger,Section_39,116,51,Free,All Stops,Double-line,110,Reroute Train T1611,,,Station_20 → Section_39 → Station_39,7.0,Congestion
T1612,Express,Station_15,54,59,Free,Skip,Single-line,80,Hold Train T1612,Station_40,23.0,,,
T1613,Freight,Section_46,66,5,Free,Skip,Single-line,120,Reroute Train T1613,,,Station_50 → Station_20 → Station_40,15.0,Weather
T1614,Passenger,Section_10,66,49,Occupied,Skip,Double-line,90,Reroute Train T1614,,,Section_11 → Section_8 → Station_37,27.0,Congestion
T1615,Passenger,Station_28,98,44,Occupied,Skip,Single-line,120,Hold Train T1615,Station_41,9.0,,,
T1616,Passenger,Station_40,37,47,Free,Skip,Double-line,80,Hold Train T1616,Station_8,7.0,,,
T1617,Passenger,Section_18,86,35,Free,Skip,Double-line,60,Allow Train T1617 to go first,,,,,
T1618,Passenger,Station_44,46,14,Free,All Stops,Single-line,60,Hold Train T1618,Station_29,17.0,,,
T1619,Passenger,Section_6,48,58,Occupied,Skip,Single-line,110,Reroute Train T1619,,,Section_14 → Station_39 → Station_42,37.0,Weather
T1620,Express,Section_43,85,8,Free,All Stops,Double-line,80,Allow Train T1620 to go first,,,,,
T1621,Freight,Station_28,91,58,Occupied,All Stops,Single-line,60,Hold Train T1621,Station_50,29.0,,,
T1622,Freight,Station_18,50,8,Free,Skip,Double-line,90,Reroute Train T1622,,,Station_11 → Station_33 → Station_34,19.0,Maintenance
T1623,Freight,Station_16,1,51,Occupied,Skip,Double-line,90,Hold Train T1623,Station_10,23.0,,,
T1624,Freight,Station_49,119,19,Occupied,All Stops,Double-line,90,Allow Train T1624 to go first,,,,,
T1625,Express,Station_9,76,50,Occupied,Skip,Single-line,120,Hold Train T1625,Station_15,12.0,,,
T1626,Express,Station_36,100,37,Occupied,Skip,Double-line,110,Hold Train T1626,Station_2,7.0,,,
T1627,Express,Section_47,5,47,Free,All Stops,Single-line,90,Hold Train T1627,Station_39,24.0,,,
T1628,Passenger,Station_47,94,45,Occupied,All Stops,Single-line,120,Reroute Train T1628,,,Section_18 → Section_15 → Station_12,35.0,Weather
T1629,Express,Section_41,119,51,Free,Skip,Double-line,110,Reroute Train T1629,,,Station_20 → Section_14 → Section_28,21.0,Congestion
T1630,Passenger,Section_6,117,14,Free,All Stops,Double-line,110,Allow Train T1630 to go first,,,,,
T1631,Express,Station_28,15,10,Free,Skip,Single-line,110,Hold Train T1631,Station_17,22.0,,,
T1632,Express,Section_7,1,18,Occupied,Skip,Single-line,90,Reroute Train T1632,,,Section_45 → Section_18 → Station_28,30.0,Weather
T1633,Passenger,Section_9,60,46,Occupied,All Stops,Single-line,100,Allow Train T1633 to go first,,,,,
T1634,Express,Section_2,49,26,Occupied,All Stops,Single-line,60,Reroute Train T1634,,,Section_8 → Station_49 → Section_42,13.0,Congestion
T1635,Freight,Station_20,15,55,Free,Skip,Single-line,110,Allow Train T1635 to go first,,,,,
T1636,Freight,Section_4,110,34,Free,All Stops,Double-line,100,Allow Train T1636 to go first,,,,,
T1637,Passenger,Station_34,90,50,Free,Skip,Single-line,60,Hold Train T1637,Station_47,29.0,,,
T1638,Passenger,Section_33,75,53,Occupied,Skip,Single-line,100,Hold Train T1638,Station_43,17.0,,,
T1639,Express,Station_35,69,22,Free,Skip,Single-line,80,Hold Train T1639,Station_42,13.0,,,
T1640,Express,Station_44,66,51,Occupied,Skip,Single-line,110,Reroute Train T1640,,,Station_40 → Section_6 → Station_45,11.0,Congestion
T1641,Passenger,Station_24,15,1,Occupied,Skip,Double-line,110,Reroute Train T1641,,,Station_12 → Section_11 → Section_47,6.0,Accident
T1642,Freight,Section_41,92,60,Free,All Stops,Double-line,120,Reroute Train T1642,,,Station_13 → Station_11 → Section_39,31.0,Accident
T1643,Freight,Station_45,118,23,Occupied,All Stops,Single-line,60,Reroute Train T1643,,,Station_32 → Section_14 → Section_24,17.0,Maintenance
T1644,Express,Section_48,109,26,Free,All Stops,Double-line,110,Hold Train T1644,Station_12,20.0,,,
T1645,Passenger,Section_10,54,33,Occupied,All Stops,Double-line,90,Reroute Train T1645,,,Station_27 → Station_47 → Section_22,32.0,Maintenance
T1646,Express,Section_50,39,5,Occupied,All Stops,Single-line,110,Hold Train T1646,Station_15,29.0,,,
T1647,Freight,Station_4,70,41,Occupied,Skip,Double-line,100,Allow Train T1647 to go first,,,,,
T1648,Express,Station_26,77,38,Free,All Stops,Double-line,60,Hold Train T1648,Station_2,6.0,,,
T1649,Express,Station_10,10,14,Free,All Stops,Double-line,110,Allow Train T1649 to go first,,,,,
T1650,Passenger,Station_37,23,47,Free,All Stops,Double-line,100,Reroute Train T1650,,,Station_21 → Section_48 → Station_10,21.0,Maintenance
T1651,Express,Station_1,110,46,Occupied,Skip,Double-line,90,Hold Train T1651,Station_46,24.0,,,
T1652,Express,Station_40,107,40,Free,All Stops,Double-line,80,Reroute Train T1652,,,Section_35 → Station_4 → Station_49,34.0,Weather
T1653,Passenger,Section_36,29,24,Occupied,Skip,Single-line,110,Reroute Train T1653,,,Section_1 → Station_16 → Station_6,16.0,Congestion
T1654,Passenger,Station_24,55,19,Free,Skip,Single-line,90,Reroute Train T1654,,,Station_50 → Section_23 → Section_7,15.0,Accident
T1655,Passenger,Section_30,60,6,Occupied,All Stops,Double-line,110,Allow Train T1655 to go first,,,,,
T1656,Express,Section_49,112,31,Occupied,Skip,Single-line,60,Reroute Train T1656,,,Station_43 → Station_40 → Section_37,11.0,Weather
T1657,Freight,Section_14,26,40,Free,All Stops,Single-line,110,Hold Train T1657,Station_33,15.0,,,
T1658,Passenger,Section_16,70,44,Occupied,Skip,Single-line,110,Hold Train T1658,Station_44,24.0,,,
T1659,Passenger,Station_26,120,22,Occupied,All Stops,Double-line,80,Reroute Train T1659,,,Station_25 → Section_3 → Station_36,22.0,Weather
T1660,Express,Station_22,48,12,Free,All Stops,Double-line,100,Reroute Train T1660,,,Section_5 → Section_48 → Station_45,30.0,Accident
T1661,Freight,Station_43,66,28,Occupied,All Stops,Double-line,110,Reroute Train T1661,,,Station_34 → Section_7 → Section_46,10.0,Accident
T1662,Passenger,Section_31,103,47,Free,All Stops,Double-line,90,Hold Train T1662,Station_42,6.0,,,
T1663,Freight,Section_32,16,16,Free,All Stops,Single-line,100,Hold Train T1663,Station_11,24.0,,,
T1664,Freight,Station_1,71,46,Occupied,All Stops,Double-line,80,Reroute Train T1664,,,Section_30 → Station_34 → Station_43,6.0,Congestion
T1665,Passenger,Station_45,35,35,Free,All Stops,Single-line,90,Allow Train T1665 to go first,,,,,
T1666,Freight,Station_28,25,46,Occupied,All Stops,Single-line,80,Reroute Train T1666,,,Section_28 → Station_16 → Station_32,31.0,Weather
T1667,Passenger,Section_45,67,2,Occupied,Skip,Double-line,80,Hold Train T1667,Station_14,6.0,,,
T1668,Passenger,Station_12,45,0,Occupied,Skip,Single-line,120,Hold Train T1668,Station_2,15.0,,,
T1669,Express,Station_6,102,47,Free,All Stops,Double-line,110,Allow Train T1669 to go first,,,,,
T1670,Freight,Section_8,80,37,Occupied,Skip,Single-line,90,Hold Train T1670,Station_30,13.0,,,
T1671,Freight,Section_5,34,44,Occupied,All Stops,Single-line,80,Allow Train T1671 to go first,,,,,
T1672,Express,Section_13,25,52,Occupied,All Stops,Single-line,90,Reroute Train T1672,,,Station_19 → Station_7 → Section_41,23.0,Maintenance
T1673,Express,Station_12,2,11,Occupied,All Stops,Single-line,100,Reroute Train T1673,,,Station_15 → Section_38 → Section_27,25.0,Maintenance
T1674,Passenger,Station_39,66,16,Occupied,All Stops,Double-line,80,Reroute Train T1674,,,Station_26 → Station_31 → Station_3,32.0,Maintenance
T1675,Passenger,Station_33,27,56,Occupied,All Stops,Double-line,90,Reroute Train T1675,,,Section_11 → Section_18 → Section_26,18.0,Accident
T1676,Express,Station_45,85,48,Free,All Stops,Single-line,80,Hold Train T1676,Station_2,28.0,,,
T1677,Passenger,Section_18,60,21,Occupied,All Stops,Single-line,100,Allow Train T1677 to go first,,,,,
T1678,Freight,Section_40,69,43,Free,Skip,Single-line,80,Reroute Train T1678,,,Section_2 → Station_13 → Station_28,12.0,Congestion
T1679,Express,Section_13,59,16,Occupied,All Stops,Single-line,120,Reroute Train T1679,,,Station_27 → Station_32 → Section_14,31.0,Weather
T1680,Express,Station_43,117,44,Free,All Stops,Single-line,60,Reroute Train T1680,,,Section_47 → Section_2 → Section_33,28.0,Maintenance
T1681,Express,Section_5,34,2,Occupied,Skip,Double-line,110,Allow Train T1681 to go first,,,,,
T1682,Freight,Section_38,82,19,Occupied,All Stops,Single-line,60,Allow Train T1682 to go first,,,,,
T1683,Passenger,Section_17,107,49,Occupied,All Stops,Single-line,100,Hold Train T1683,Station_43,14.0,,,
T1684,Freight,Section_37,0,55,Occupied,All Stops,Single-line,100,Allow Train T1684 to go first,,,,,
T1685,Freight,Station_8,78,0,Free,Skip,Double-line,110,Reroute Train T1685,,,Station_32 → Section_35 → Station_50,21.0,Congestion
T1686,Freight,Station_11,54,31,Occupied,All Stops,Double-line,90,Allow Train T1686 to go first,,,,,
T1687,Freight,Section_22,84,36,Occupied,Skip,Single-line,80,Allow Train T1687 to go first,,,,,
T1688,Freight,Station_5,59,40,Occupied,All Stops,Single-line,120,Hold Train T1688,Station_10,18.0,,,
T1689,Freight,Section_30,99,3,Free,All Stops,Single-line,80,Reroute Train T1689,,,Station_5 → Station_17 → Section_28,30.0,Weather
T1690,Express,Station_29,2,38,Free,Skip,Double-line,100,Hold Train T1690,Station_17,5.0,,,
T1691,Express,Station_4,56,38,Free,All Stops,Double-line,60,Allow Train T1691 to go first,,,,,
T1692,Freight,Section_10,26,59,Free,Skip,Single-line,80,Reroute Train T1692,,,Section_28 → Station_46 → Station_28,10.0,Accident
T1693,Express,Station_3,37,8,Free,Skip,Single-line,120,Allow Train T1693 to go first,,,,,
T1694,Freight,Station_50,119,33,Free,Skip,Double-line,110,Allow Train T1694 to go first,,,,,
T1695,Freight,Station_5,72,15,Free,All Stops,Double-line,110,Hold Train T1695,Station_46,19.0,,,
T1696,Express,Section_17,45,28,Occupied,All Stops,Single-line,110,Reroute Train T1696,,,Section_46 → Station_20 → Station_35,26.0,Accident
T1697,Express,Section_18,106,6,Occupied,Skip,Single-line,100,Allow Train T1697 to go first,,,,,
T1698,Freight,Station_25,97,32,Free,All Stops,Double-line,80,Reroute Train T1698,,,Station_46 → Station_13 → Section_15,26.0,Congestion
T1699,Passenger,Station_47,82,29,Occupied,Skip,Double-line,90,Reroute Train T1699,,,Station_6 → Station_32 → Station_7,37.0,Maintenance
T1700,Freight,Section_5,93,46,Occupied,All Stops,Double-line,120,Reroute Train T1700,,,Section_9 → Station_50 → Station_14,26.0,Maintenance
T1701,Freight,Section_48,37,32,Occupied,Skip,Double-line,120,Allow Train T1701 to go first,,,,,
T1702,Freight,Section_24,17,41,Occupied,All Stops,Double-line,120,Hold Train T1702,Station_3,12.0,,,
T1703,Passenger,Station_4,56,59,Occupied,All Stops,Double-line,90,Reroute Train T1703,,,Section_40 → Section_50 → Station_27,28.0,Accident
T1704,Freight,Section_16,9,54,Free,Skip,Single-line,100,Hold Train T1704,Station_50,15.0,,,
T1705,Passenger,Section_8,98,53,Occupied,All Stops,Double-line,90,Hold Train T1705,Station_37,10.0,,,
T1706,Passenger,Station_37,112,45,Free,Skip,Single-line,110,Hold Train T1706,Station_10,14.0,,,
T1707,Freight,Section_26,103,51,Free,All Stops,Double-line,110,Allow Train T1707 to go first,,,,,
T1708,Express,Section_14,7,45,Occupied,All Stops,Double-line,110,Hold Train T1708,Station_36,14.0,,,
T1709,Freight,Section_39,94,26,Occupied,All Stops,Single-line,100,Hold Train T1709,Station_9,11.0,,,
T1710,Freight,Section_23,43,50,Occupied,All Stops,Single-line,80,Hold Train T1710,Station_24,23.0,,,
T1711,Express,Station_44,115,1,Free,All Stops,Double-line,100,Hold Train T1711,Station_40,28.0,,,
T1712,Express,Station_49,38,7,Free,Skip,Double-line,80,Reroute Train T1712,,,Section_12 → Section_1 → Station_47,17.0,Maintenance
T1713,Passenger,Station_48,14,44,Free,All Stops,Single-line,100,Reroute Train T1713,,,Station_7 → Station_8 → Station_44,23.0,Accident
T1714,Passenger,Section_22,30,50,Occupied,All Stops,Double-line,110,Hold Train T1714,Station_24,18.0,,,
T1715,Express,Station_16,54,35,Free,Skip,Double-line,120,Hold Train T1715,Station_45,29.0,,,
T1716,Passenger,Section_4,65,3,Occupied,Skip,Double-line,120,Reroute Train T1716,,,Station_12 → Station_4 → Section_15,31.0,Maintenance
T1717,Passenger,Station_26,10,30,Free,All Stops,Double-line,120,Hold Train T1717,Station_36,15.0,,,
T1718,Express,Station_12,80,45,Occupied,Skip,Single-line,100,Reroute Train T1718,,,Station_50 → Station_6 → Section_50,20.0,Maintenance
T1719,Freight,Section_38,53,2,Occupied,Skip,Single-line,60,Hold Train T1719,Station_24,30.0,,,
T1720,Freight,Station_26,76,5,Free,Skip,Double-line,80,Allow Train T1720 to go first,,,,,
T1721,Express,Station_21,51,18,Free,Skip,Single-line,120,Reroute Train T1721,,,Section_44 → Station_31 → Section_41,18.0,Weather
T1722,Express,Section_14,75,2,Free,Skip,Single-line,110,Reroute Train T1722,,,Section_32 → Section_8 → Section_17,15.0,Maintenance
T1723,Freight,Section_19,78,13,Occupied,All Stops,Double-line,110,Allow Train T1723 to go first,,,,,
T1724,Passenger,Section_49,57,27,Occupied,Skip,Double-line,80,Reroute Train T1724,,,Station_2 → Section_20 → Station_30,24.0,Maintenance
T1725,Express,Station_38,23,47,Occupied,All Stops,Double-line,100,Hold Train T1725,Station_10,28.0,,,
T1726,Passenger,Station_40,35,54,Free,All Stops,Double-line,120,Reroute Train T1726,,,Station_25 → Section_49 → Section_38,15.0,Weather
T1727,Freight,Section_6,52,15,Occupied,All Stops,Single-line,120,Reroute Train T1727,,,Section_21 → Section_11 → Section_7,24.0,Accident
T1728,Freight,Section_23,21,19,Occupied,All Stops,Single-line,90,Hold Train T1728,Station_25,24.0,,,
T1729,Express,Section_23,78,45,Occupied,Skip,Single-line,90,Hold Train T1729,Station_28,17.0,,,
T1730,Passenger,Section_34,18,12,Occupied,Skip,Single-line,120,Hold Train T1730,Station_38,29.0,,,
T1731,Express,Section_22,120,36,Occupied,All Stops,Double-line,100,Hold Train T1731,Station_43,30.0,,,
T1732,Freight,Station_9,114,7,Free,Skip,Single-line,80,Reroute Train T1732,,,Section_49 → Section_34 → Section_31,13.0,Accident
T1733,Passenger,Section_22,62,8,Free,Skip,Single-line,100,Allow Train T1733 to go first,,,,,
T1734,Express,Section_13,90,35,Occupied,Skip,Double-line,120,Reroute Train T1734,,,Station_9 → Station_27 → Section_16,31.0,Weather
T1735,Passenger,Section_41,113,33,Occupied,All Stops,Single-line,60,Hold Train T1735,Station_22,15.0,,,
T1736,Freight,Station_50,87,51,Occupied,All Stops,Double-line,120,Reroute Train T1736,,,Station_48 → Section_9 → Section_15,29.0,Maintenance
T1737,Express,Station_46,43,4,Free,All Stops,Double-line,120,Hold Train T1737,Station_17,25.0,,,
T1738,Passenger,Section_28,33,13,Occupied,Skip,Single-line,100,Allow Train T1738 to go first,,,,,
T1739,Passenger,Section_3,13,16,Occupied,All Stops,Single-line,90,Hold Train T1739,Station_12,6.0,,,
T1740,Express,Station_38,19,5,Occupied,All Stops,Double-line,100,Reroute Train T1740,,,Station_13 → Station_48 → Station_18,8.0,Congestion
T1741,Passenger,Station_11,80,36,Free,All Stops,Single-line,90,Hold Train T1741,Station_24,25.0,,,
T1742,Express,Station_31,28,20,Occupied,Skip,Single-line,120,Hold Train T1742,Station_13,10.0,,,
T1743,Express,Section_41,72,32,Occupied,All Stops,Double-line,120,Allow Train T1743 to go first,,,,,
T1744,Express,Section_13,85,37,Free,All Stops,Single-line,80,Allow Train T1744 to go first,,,,,
T1745,Freight,Station_13,0,25,Free,Skip,Double-line,60,Allow Train T1745 to go first,,,,,
T1746,Passenger,Station_20,16,38,Free,All Stops,Double-line,100,Reroute Train T1746,,,Section_50 → Station_38 → Section_25,31.0,Accident
T1747,Freight,Section_27,2,21,Free,All Stops,Single-line,120,Allow Train T1747 to go first,,,,,
T1748,Passenger,Section_29,79,27,Free,Skip,Double-line,80,Hold Train T1748,Station_33,11.0,,,
T1749,Express,Station_40,120,55,Free,All Stops,Double-line,120,Reroute Train T1749,,,Section_43 → Station_47 → Station_16,19.0,Maintenance
T1750,Passenger,Station_10,1,38,Free,Skip,Single-line,100,Reroute Train T1750,,,Section_26 → Section_9 → Station_37,26.0,Congestion
T1751,Passenger,Station_15,36,28,Free,Skip,Single-line,90,Allow Train T1751 to go first,,,,,
T1752,Express,Section_29,16,28,Occupied,Skip,Single-line,80,Hold Train T1752,Station_28,18.0,,,
T1753,Passenger,Section_1,109,2,Free,Skip,Single-line,100,Allow Train T1753 to go first,,,,,
T1754,Passenger,Station_46,43,32,Free,All Stops,Single-line,90,Hold Train T1754,Station_21,15.0,,,
T1755,Passenger,Station_20,53,29,Free,Skip,Single-line,100,Reroute Train T1755,,,Section_11 → Section_46 → Station_8,14.0,Weather
T1756,Freight,Station_41,14,0,Free,All Stops,Double-line,110,Hold Train T1756,Station_3,18.0,,,
T1757,Freight,Station_1,40,29,Free,Skip,Single-line,60,Reroute Train T1757,,,Section_17 → Station_12 → Station_50,34.0,Congestion
T1758,Express,Station_31,46,51,Free,Skip,Single-line,60,Reroute Train T1758,,,Station_48 → Station_35 → Section_18,23.0,Accident
T1759,Express,Section_4,42,30,Free,All Stops,Double-line,80,Allow Train T1759 to go first,,,,,
T1760,Express,Section_41,67,14,Free,Skip,Double-line,80,Hold Train T1760,Station_44,13.0,,,
T1761,Passenger,Section_46,67,50,Occupied,All Stops,Single-line,110,Allow Train T1761 to go first,,,,,
T1762,Express,Section_43,4,19,Free,Skip,Double-line,120,Hold Train T1762,Station_35,21.0,,,
T1763,Express,Section_50,40,6,Free,Skip,Single-line,90,Hold Train T1763,Station_50,16.0,,,
T1764,Freight,Station_32,28,26,Free,Skip,Single-line,90,Hold Train T1764,Station_46,29.0,,,
T1765,Passenger,Section_40,38,12,Occupied,Skip,Single-line,110,Reroute Train T1765,,,Station_37 → Station_16 → Section_2,21.0,Congestion
T1766,Passenger,Section_8,4,40,Free,Skip,Double-line,60,Reroute Train T1766,,,Station_35 → Section_7 → Station_8,12.0,Congestion
T1767,Passenger,Section_41,89,55,Free,Skip,Single-line,120,Reroute Train T1767,,,Section_46 → Section_11 → Station_12,33.0,Accident
T1768,Passenger,Section_18,13,29,Occupied,All Stops,Double-line,60,Hold Train T1768,Station_39,8.0,,,
T1769,Passenger,Section_45,30,44,Free,Skip,Single-line,60,Reroute Train T1769,,,Station_45 → Section_43 → Station_47,10.0,Weather
T1770,Freight,Section_49,70,12,Free,Skip,Double-line,110,Allow Train T1770 to go first,,,,,
T1771,Passenger,Station_37,82,31,Free,All Stops,Double-line,60,Hold Train T1771,Station_23,27.0,,,
T1772,Freight,Section_31,37,59,Occupied,Skip,Double-line,110,Allow Train T1772 to go first,,,,,
T1773,Passenger,Section_10,2,42,Occupied,All Stops,Double-line,60,Reroute Train T1773,,,Station_34 → Section_1 → Station_24,5.0,Weather
T1774,Freight,Section_33,41,27,Free,Skip,Double-line,60,Reroute Train T1774,,,Section_35 → Station_21 → Section_3,6.0,Congestion
T1775,Freight,Section_35,49,50,Free,Skip,Double-line,110,Allow Train T1775 to go first,,,,,
T1776,Freight,Station_16,3,38,Free,All Stops,Single-line,110,Reroute Train T1776,,,Station_9 → Section_26 → Station_36,5.0,Maintenance
T1777,Freight,Section_10,6,3,Free,Skip,Double-line,120,Hold Train T1777,Station_43,10.0,,,
T1778,Freight,Station_4,44,59,Occupied,All Stops,Double-line,100,Allow Train T1778 to go first,,,,,
T1779,Express,Station_36,85,37,Occupied,Skip,Double-line,110,Allow Train T1779 to go first,,,,,
T1780,Express,Station_14,72,21,Occupied,All Stops,Double-line,100,Allow Train T1780 to go first,,,,,
T1781,Passenger,Section_8,25,40,Occupied,All Stops,Double-line,120,Reroute Train T1781,,,Section_38 → Station_15 → Section_26,15.0,Congestion
T1782,Express,Station_46,110,52,Free,Skip,Double-line,100,Allow Train T1782 to go first,,,,,
T1783,Freight,Section_23,119,47,Occupied,All Stops,Single-line,90,Allow Train T1783 to go first,,,,,
T1784,Express,Section_14,45,6,Occupied,All Stops,Double-line,120,Reroute Train T1784,,,Section_4 → Section_32 → Section_11,17.0,Accident
T1785,Freight,Station_16,70,8,Free,All Stops,Double-line,90,Reroute Train T1785,,,Section_8 → Station_37 → Section_14,33.0,Congestion
T1786,Passenger,Section_29,118,39,Occupied,All Stops,Single-line,110,Allow Train T1786 to go first,,,,,
T1787,Passenger,Station_50,77,37,Occupied,Skip,Single-line,90,Allow Train T1787 to go first,,,,,
T1788,Express,Station_11,78,12,Free,All Stops,Double-line,100,Reroute Train T1788,,,Section_24 → Station_16 → Station_20,29.0,Weather
T1789,Express,Section_24,11,36,Occupied,Skip,Single-line,90,Allow Train T1789 to go first,,,,,
T1790,Freight,Station_5,27,40,Free,Skip,Double-line,110,Allow Train T1790 to go first,,,,,
T1791,Express,Station_42,82,25,Free,All Stops,Double-line,80,Allow Train T1791 to go first,,,,,
T1792,Passenger,Station_43,22,27,Free,Skip,Single-line,110,Reroute Train T1792,,,Station_36 → Section_50 → Section_21,36.0,Accident
T1793,Passenger,Section_15,15,7,Free,Skip,Double-line,110,Reroute Train T1793,,,Section_26 → Station_26 → Station_38,28.0,Maintenance
T1794,Passenger,Station_30,73,10,Free,Skip,Single-line,60,Hold Train T1794,Station_42,19.0,,,
T1795,Freight,Section_6,42,57,Free,Skip,Double-line,120,Reroute Train T1795,,,Section_7 → Station_48 → Section_48,8.0,Accident
T1796,Passenger,Section_12,88,42,Occupied,All Stops,Single-line,100,Hold Train T1796,Station_14,7.0,,,
T1797,Express,Section_36,38,13,Occupied,All Stops,Single-line,90,Allow Train T1797 to go first,,,,,
T1798,Freight,Section_40,9,4,Occupied,All Stops,Double-line,60,Reroute Train T1798,,,Station_19 → Section_9 → Station_21,8.0,Accident
T1799,Freight,Station_5,93,50,Free,All Stops,Double-line,100,Reroute Train T1799,,,Station_46 → Section_4 → Station_24,21.0,Congestion
T1800,Express,Section_24,12,26,Occupied,All Stops,Single-line,110,Reroute Train T1800,,,Station_41 → Station_42 → Station_3,30.0,Accident
T1801,Express,Section_50,118,37,Occupied,All Stops,Single-line,60,Reroute Train T1801,,,Station_9 → Station_3 → Station_39,14.0,Weather
T1802,Freight,Section_26,60,16,Free,All Stops,Double-line,110,Allow Train T1802 to go first,,,,,
T1803,Express,Station_1,13,54,Free,All Stops,Single-line,80,Allow Train T1803 to go first,,,,,
T1804,Freight,Section_26,31,23,Occupied,All Stops,Single-line,110,Hold Train T1804,Station_33,25.0,,,
T1805,Express,Station_13,11,20,Occupied,Skip,Single-line,90,Hold Train T1805,Station_24,17.0,,,
T1806,Express,Section_33,11,55,Occupied,All Stops,Single-line,100,Allow Train T1806 to go first,,,,,
